family,level,compression,psnr,msssim
db4,1,74.05046123239062,54.099071065737306,0.9932935220726608
db4,2,74.07147204105642,54.63987130994559,0.9934739320137946
db4,3,74.0827161066315,55.36101440895758,0.9937015133495596
db4,4,74.09133382112333,56.06589218179649,0.9938937162308316
db4,5,74.08567075160013,56.69852397195397,0.9940302760080064
db5,1,74.02120203985406,52.58876106369562,0.99276410381025
db5,2,74.04557786084524,52.67573055693862,0.9928360114398712
db5,3,74.05735540398409,52.92062973983907,0.9930242853514258
db5,4,74.07450875949641,53.2012813900562,0.9932501589555568
db5,5,74.07775066161477,53.49262443876087,0.9934509678010874
db6,1,74.09145693133036,49.62883265122117,0.9919187702312724
db6,2,74.08349580460933,48.9490996940118,0.9920644243273996
db6,3,74.09568371510493,48.59778992274386,0.9923448959792504
db6,4,74.09634030287573,48.36011875696532,0.9926537506012032
db6,5,74.08324958419527,48.180104168775706,0.992915336985045
db7,1,74.03527764019073,49.19837948341303,0.9919639640764142
db7,2,74.03137915030156,48.463725796760016,0.9923102667861918
db7,3,74.04504438328146,48.097996846814496,0.9927315088232288
db7,4,74.05858650605435,47.87460922441566,0.9931093278384184
db7,5,74.06404439189919,47.716781371962114,0.9934152522486784
db8,1,74.05879168973273,49.80957690847828,0.991948983040896
db8,2,74.06806599199538,49.171711441792944,0.9920509370928504
db8,3,74.0736880247829,48.84114703967721,0.9923197023090284
db8,4,74.07951524124881,48.62537225183354,0.99265162189111
db8,5,74.07159515126345,48.47005724928651,0.992948546125542
db9,1,74.06740940422458,50.252333849256935,0.9920047886241876
db9,2,74.10762540518647,49.716493143377,0.9919869327599734
db9,3,74.13438135684683,49.43715346397892,0.9921416900839524
db9,4,74.1359407528025,49.24612185905802,0.9923724302024176
db9,5,74.11115456445455,49.10027935667761,0.9925839013064234
db10,1,74.03330787687831,51.847508337519216,0.992509236017991
db10,2,74.05797095501923,51.85097503634861,0.9925463831325058
db10,3,74.08259299642447,51.98564941599883,0.9927071062347462
db10,4,74.09391913547088,52.1348832832692,0.9929163407787598
db10,5,74.09740725800329,52.30285886917022,0.99310260001568
db11,1,74.04840939560685,51.898539725097365,0.992492368687694
db11,2,74.08156707803258,51.97177889312869,0.99256384007697
db11,3,74.08883058024713,52.1638407368964,0.99274428391599
db11,4,74.10331654794055,52.36996368902461,0.9929616931532104
db11,5,74.10516320104594,52.53919784169371,0.9931422413333384
db12,1,74.04623444861606,54.14910420569221,0.9933124360263154
db12,2,74.06351091433541,55.4044347485504,0.9936731089217474
db12,3,74.0708564900213,56.60717047767805,0.9939556585081732
db12,4,74.0758629717737,57.71353683952592,0.9941536111859192
db12,5,74.08119774741151,58.69927764343464,0.9942733834003248
db13,1,74.03273336257885,52.2038087296706,0.9926277110166432
db13,2,74.05821717543327,52.70811216291008,0.9928459134830636
db13,3,74.07545260441695,53.20289846308923,0.993103697391216
db13,4,74.0827161066315,53.700757942098086,0.9933648773554532
db13,5,74.08546556792174,54.1531865386435,0.9935744993069676
db14,1,74.04639859555876,52.399708676297,0.9926992390909856
db14,2,74.06039212242406,52.78741311761977,0.992871818391572
db14,3,74.08127982088286,53.21215982037809,0.9930952903716872
db14,4,74.08452172300122,53.62640435832618,0.9933143622895546
db14,5,74.09170315174441,53.972323216748535,0.993499887085098
db15,1,74.0525130691744,49.57715359761589,0.9919411330032644
db15,2,74.03823228515935,49.011076994601446,0.9920813405249234
db15,3,74.06777873484565,48.70473017417753,0.9923586610128226
db15,4,74.0738521717256,48.49874725954434,0.992682019337146
db15,5,74.07196448188454,48.3503209127653,0.9929832314105717
