family,level,compression,psnr,msssim,normalized_psnr,normalized_msssim,combined_score
coif5,5,74.1124267032605,51.38524993067197,0.9929345695816432,0.4026609031100516,0.5883345552034107,0.4954977291567312
coif6,1,74.05238995896737,53.604406729592846,0.9931471611893252,0.44773535858461916,0.6379095558267855,0.5428224572057023
coif6,2,74.07348284110454,54.69736041167065,0.9935022075274332,0.46993491298408147,0.7207040867348714,0.5953194998594764
coif6,3,74.08439861279419,55.73267525250903,0.9937996564998512,0.4909637347051159,0.7900672810482557,0.6405155078766858
coif6,4,74.08944613128227,56.6693808349386,0.9940108415760914,0.5099896521565244,0.8393142875524464,0.6746519698544854
coif6,5,74.09137485785901,57.49223153440717,0.9941377658561584,0.5267030034769216,0.8689122163326517,0.6978076099047866
coif7,1,74.05575497129276,54.22197139914622,0.9933445891927366,0.4602790378838853,0.6839485011026909,0.5721137694932881
coif7,2,74.07463186970344,55.90391569511561,0.9937974893898682,0.4944418889795091,0.789561924887067,0.6420019069332881
coif7,3,74.07828413917855,57.43468855547378,0.9941030704152792,0.5255342179079755,0.8608214618481812,0.6931778398780784
coif7,4,74.08246988621744,58.84075934592517,0.994290750500434,0.5540936578128577,0.9045872550513593,0.7293404564321084
coif7,5,74.08415239238013,60.03003297334435,0.9943906663273984,0.5782496170457746,0.9278869856383258,0.7530683013420503
coif8,1,74.06080248978083,54.87038985606206,0.9935303182365178,0.47344940461027135,0.7272593239598351,0.6003543642850532
coif8,2,74.07413942887533,56.94292794132078,0.993999756874936,0.5155458106365454,0.8367294062738259,0.6761376084551856
coif8,3,74.07943316777747,58.82345187752105,0.9942782092701542,0.5537421167616177,0.9016627205143696,0.7277024186379937
coif8,4,74.08324958419527,60.51296306224326,0.9944280269015828,0.5880586628959767,0.9365992321313975,0.7623289475136872
coif8,5,74.08472690667959,62.049175718918,0.994501449799042,0.6192614823751702,0.9537209813245793,0.7864912318498747
coif9,1,74.0253057134216,50.33202828134797,0.992119835926222,0.3812683668276265,0.39834388757651373,0.3898061272020701
coif9,2,74.06942020427266,50.21617017273025,0.9921317380102008,0.3789151121316103,0.40111937729176395,0.3900172447116871
coif9,3,74.100731233593,50.17784259594281,0.9922990520322824,0.37813662065494064,0.44013593509210375,0.4091362778735222
coif9,4,74.1067225970016,50.16332559439305,0.992525740037834,0.3778417582367928,0.4929981253688661,0.43541994180282945
coif9,5,74.097571404946,50.138650688946754,0.9927302522811952,0.3773405733149256,0.5406890700052136,0.45901482166006957
coif10,1,74.04537267716688,52.161445797493705,0.9926090446299776,0.41842662370068895,0.5124242224405037,0.4654254230705963
coif10,2,74.07294936354076,52.76352614186101,0.9928743860971542,0.43065579276503496,0.5743001522766452,0.5024779725208401
coif10,3,74.08283921683852,53.3285391062097,0.9931616885273806,0.44213206686899775,0.641297237970051,0.5417146524195244
coif10,4,74.0962171926687,53.84334053090991,0.9934086875675264,0.45258846810534903,0.6988958313609728,0.575742149733161
coif10,5,74.10011568255787,54.28892768373921,0.9935875702782764,0.4616390220319621,0.7406101332265599,0.601124577629261
coif11,1,74.05390831818735,55.53394584248567,0.9936887425459074,0.48692723762300755,0.7642028577257299,0.6255650476743687
coif11,2,74.07233381250562,58.25403226924544,0.9941916694070444,0.5421763370059711,0.8814821789850373,0.7118292579955042
coif11,3,74.08004871881259,60.72047791687031,0.9944376985928912,0.5922736057426232,0.9388546085682675,0.7655641071554453
coif11,4,74.0813618943542,62.90288291882348,0.9945512425600416,0.6366015762293625,0.9653323341174231,0.8009669551733929
coif11,5,74.08501416382933,64.83367138104248,0.9945975394753224,0.6758188314559509,0.9761284780900413,0.8259736547729961
coif12,1,74.05891479993976,50.297685878198905,0.992046885682551,0.3805708202989699,0.381332358217951,0.3809515892584604
coif12,2,74.09835110292383,50.0392966476472,0.9920689054215946,0.37532254137011084,0.3864672202603442,0.3808948808152275
coif12,3,74.11850014014045,49.911696742660304,0.9922420875397344,0.37273079290119343,0.4268521804586632,0.3997914866799283
coif12,4,74.11226255631779,49.82646998878816,0.9924869100657482,0.3709997076869716,0.4839432247011077,0.42747146619403964
coif12,5,74.10430142959676,49.79259612019571,0.9926899863128724,0.3703116778089728,0.5312993042168763,0.45080549101292455
coif13,1,74.05230788549602,55.3874407181505,0.993664098610972,0.48395149534699855,0.7584560500172529,0.6212037726821258
coif13,2,74.06925605732995,58.36500884691343,0.994209018381968,0.5444304403713791,0.8855278487648935,0.7149791445681364
coif13,3,74.08070530658341,60.99888530051005,0.9944576803158156,0.5979284838583844,0.9435142183112551,0.7707213510848198
coif13,4,74.08365995155202,63.33811290937152,0.9945674025803284,0.6454417604108921,0.969100747294818,0.807271253852855
coif13,5,74.08460379647256,65.3509065692469,0.9946102891826312,0.6863246661369148,0.9791016281342658,0.8327131471355903
coif14,1,74.04397742815391,52.25790939388494,0.9926957892210136,0.42038594630581877,0.5326525052103465,0.4765192257580826
coif14,2,74.06589104500458,53.201935440417245,0.9930609518705792,0.4395605535358912,0.6178060951249543,0.5286833243304228
coif14,3,74.07610919218776,54.0550228574052,0.9934006357530738,0.4568880586547885,0.6970181998266876,0.576953129240738
coif14,4,74.08099256373313,54.84086132192711,0.9936813448683688,0.4728496350952274,0.7624777667280698,0.6176637009116486
coif14,5,74.08645044957795,55.52146571115143,0.993863016665172,0.48667374714211153,0.8048424655887914,0.6457581063654514
coif15,1,74.06740940422458,50.2288693413112,0.992037940193325,0.3791730515926905,0.3792463274532059,0.3792096895229482
coif15,2,74.09551956816223,50.160068291840176,0.992097983320687,0.37777559745943895,0.3932479999973568,0.3855117987283979
coif15,3,74.11464268698697,50.18045831679501,0.9922813306849008,0.37818974993050314,0.43600343044118534,0.4070965901858442
coif15,4,74.12605089950472,50.22348631778525,0.9925116981382738,0.37906371418383455,0.4897236443719841,0.43439367927790934
coif15,5,74.11981331568207,50.28754405835897,0.992694575735918,0.38036482448694403,0.5323695282620641,0.4563671763745041
coif16,1,74.05000982829819,54.09654329618628,0.9933043719646732,0.4577314020228789,0.6745701012305142,0.5661507516266966
coif16,2,74.07561675135965,56.04964822436271,0.9938270789856414,0.49740193867222976,0.7964620290110884,0.6469319838416591
coif16,3,74.0891999108682,57.77865707907167,0.9941495352165568,0.5325207426587751,0.8716567557594321,0.7020887492091037
coif16,4,74.08234677601043,59.24535199268264,0.9943235729351236,0.5623115508659646,0.9122412364946504,0.7372763936803075
coif16,5,74.08333165766663,60.52015964760375,0.9944159525180918,0.5882048365086562,0.9337835632739953,0.7609941998913257
coif17,1,74.04003790152906,52.27404304638711,0.9926708415985072,0.4207136453677801,0.5268348795063227,0.4737742624370514
coif17,2,74.06958435121537,53.01063667157946,0.992979653839827,0.4356749840968541,0.5988479153117304,0.5172614497042922
coif17,3,74.07340076763317,53.69754136717087,0.9932915459640216,0.4496270649645793,0.6715791600676215,0.5606031125161004
coif17,4,74.08800984553362,54.34103682712807,0.9935526541117292,0.46269743812254266,0.732467906930731,0.5975826725266369
coif17,5,74.08755844144119,54.96363037408016,0.9937546122467577,0.47534326158327844,0.7795632498706273,0.6274532557269529
db1,1,74.08148500456123,69.91100285166468,0.9946644598841148,0.778947168945879,0.9917338885941197,0.8853405287699994
db1,2,74.0830444005169,74.46521762874941,0.994693714221716,0.8714502094210476,0.9985558126607922,0.9350030110409199
db1,3,74.08378306175905,77.96890196497256,0.9946999073050116,0.9426153761577224,1.0,0.9713076880788611
db1,4,74.08324958419527,80.79412695798351,0.9946992305611866,1.0,0.9998421876765927,0.9999210938382963
db2,1,74.0691739838586,59.18854340890954,0.9943014035045488,0.5611576819815761,0.9070714673464123,0.7341145746639942
db2,2,74.07717614731531,61.09006953743547,0.9944596195806632,0.5997805746296521,0.9439664424468954,0.7718735085382737
db2,3,74.08476794341526,63.34566609227223,0.9945703392306252,0.6455951770628903,0.9697855553259679,0.807690366194429
db2,4,74.08214159233204,65.50462486670101,0.9946277057981376,0.6894469189482487,0.9831630712646161,0.8363049951064324
db2,5,74.08575282507147,67.49431458486421,0.9946530901431836,0.7298605484192097,0.9890825378663229,0.8594715431427663
db3,1,74.04656274250146,49.46999909773106,0.9919512761839562,0.3637592408057012,0.3590368358117929,0.36139803830874706
db3,2,74.03375928097074,48.60893803911869,0.9922415758458444,0.3462697788775578,0.42673285672244343,0.38650131780000063
db3,3,74.06310054697866,48.202113430627,0.9926427833746022,0.33800655128123197,0.5202918814889274,0.42914921638507963
db3,4,74.07065130634292,47.9551833502356,0.993014234959728,0.33299102515016005,0.6069120108766448,0.4699515180134024
db3,5,74.07024093898617,47.78818413215497,0.993304484669083,0.32959901660740026,0.6745963831766703,0.5020976998920352
db4,1,74.05046123239062,54.099071065737306,0.9932935220726608,0.45778274487352055,0.6720399759393615,0.5649113604064411
db4,2,74.07147204105642,54.63987130994559,0.9934739320137946,0.46876722174331864,0.7141104181439825,0.5914388199436506
db4,3,74.0827161066315,55.36101440895758,0.9937015133495596,0.4834147367467713,0.7671809273020357,0.6252978320244035
db4,4,74.09133382112333,56.06589218179649,0.9938937162308316,0.49773187819540166,0.8120014075776398,0.6548666428865207
db4,5,74.08567075160013,56.69852397195397,0.9940302760080064,0.5105815936689164,0.8438462725390853,0.6772139331040008
db5,1,74.02120203985406,52.58876106369562,0.99276410381025,0.4271060477726551,0.548583029660046,0.4878445387163506
db5,2,74.04557786084524,52.67573055693862,0.9928360114398712,0.4288725306785649,0.5653514281032543,0.4971119793909096
db5,3,74.05735540398409,52.92062973983907,0.9930242853514258,0.43384680618752053,0.6092556978176304,0.5215512520025755
db5,4,74.07450875949641,53.2012813900562,0.9932501589555568,0.43954726877661177,0.6619279749017892,0.5507376218392005
db5,5,74.07775066161477,53.49262443876087,0.9934509678010874,0.44546488995734546,0.708755310895453,0.5771101004263992
db6,1,74.09145693133036,49.62883265122117,0.9919187702312724,0.3669853922602259,0.3514566559442418,0.3592210241022339
db6,2,74.08349580460933,48.9490996940118,0.9920644243273996,0.35317898032519346,0.3854222578089345,0.369300619067064
db6,3,74.09568371510493,48.59778992274386,0.9923448959792504,0.34604334364981404,0.45082644975678654,0.3984348967033003
db6,4,74.09634030287573,48.36011875696532,0.9926537506012032,0.34121588018049875,0.5228493684542352,0.432032624317367
db6,5,74.08324958419527,48.180104168775706,0.992915336985045,0.33755950964189096,0.5838496369192864,0.46070457328058867
db7,1,74.03527764019073,49.19837948341303,0.9919639640764142,0.35824223262603994,0.36199557102892227,0.3601189018274811
db7,2,74.03137915030156,48.463725796760016,0.9923102667861918,0.3433202970041989,0.44275114383958075,0.39303572042188983
db7,3,74.04504438328146,48.097996846814496,0.9927315088232288,0.335891784842239,0.5409820875555321,0.4384369361988856
db7,4,74.05858650605435,47.87460922441566,0.9931093278384184,0.3313544418999637,0.6290870608316229,0.48022075136579334
db7,5,74.06404439189919,47.716781371962114,0.9934152522486784,0.32814871776567844,0.700426672939112,0.5142876953523952
db8,1,74.05879168973273,49.80957690847828,0.991948983040896,0.3706565834892464,0.3585020895446225,0.3645793365169344
db8,2,74.06806599199538,49.171711441792944,0.9920509370928504,0.35770056407193734,0.38227712113832907,0.3699888426051332
db8,3,74.0736880247829,48.84114703967721,0.9923197023090284,0.35098629744963816,0.44495144730220076,0.3979688723759195
db8,4,74.07951524124881,48.62537225183354,0.99265162189111,0.34660358277534237,0.5223529669012867,0.4344782748383146
db8,5,74.07159515126345,48.47005724928651,0.992948546125542,0.3434488984509888,0.5915937956788447,0.46752134706491677
db9,1,74.06740940422458,50.252333849256935,0.9920047886241876,0.379649651497279,0.3715155939657813,0.37558262273153015
db9,2,74.10762540518647,49.716493143377,0.9919869327599734,0.36876591040679324,0.36735172085149403,0.36805881562914367
db9,3,74.13438135684683,49.43715346397892,0.9921416900839524,0.36309209594382635,0.40344013711768495,0.38326611653075565
db9,4,74.1359407528025,49.24612185905802,0.9923724302024176,0.35921195301096576,0.457247254159952,0.4082296035854589
db9,5,74.11115456445455,49.10027935667761,0.9925839013064234,0.3562496695963634,0.5065609605062095,0.43140531505128643
db10,1,74.03330787687831,51.847508337519216,0.992509236017991,0.41205007560444806,0.4891494936993225,0.45059978465188527
db10,2,74.05797095501923,51.85097503634861,0.9925463831325058,0.41212048953919356,0.49781196276526646,0.45496622615223004
db10,3,74.08259299642447,51.98564941599883,0.9927071062347462,0.4148559313664951,0.535291560293304,0.4750737458298996
db10,4,74.09391913547088,52.1348832832692,0.9929163407787598,0.41788709856876166,0.5840837151812662,0.5009854068750139
db10,5,74.09740725800329,52.30285886917022,0.99310260001568,0.42129893862945134,0.6275181756809327,0.524408557155192
db11,1,74.04840939560685,51.898539725097365,0.992492368687694,0.41308660083255055,0.48521614035998845,0.44915137059626953
db11,2,74.08156707803258,51.97177889312869,0.99256384007697,0.4145741999152417,0.5018828103501309,0.4582285051326863
db11,3,74.08883058024713,52.1638407368964,0.99274428391599,0.41847526856865114,0.5439611573245877,0.48121821294661943
db11,4,74.10331654794055,52.36996368902461,0.9929616931532104,0.4226619397549808,0.5946595982849002,0.5086607690199405
db11,5,74.10516320104594,52.53919784169371,0.9931422413333384,0.4260993432241584,0.6367622769371186,0.5314308100806385
db12,1,74.04623444861606,54.14910420569221,0.9933124360263154,0.45879899417156333,0.6764505887309071,0.5676247914512352
db12,2,74.06351091433541,55.4044347485504,0.9936731089217474,0.48429666999484955,0.7605571967519555,0.6224269333734025
db12,3,74.0708564900213,56.60717047767805,0.9939556585081732,0.5087260650229964,0.8264459497272996,0.6675860073751481
db12,4,74.0758629717737,57.71353683952592,0.9941536111859192,0.531198051382825,0.8726072456959025,0.7019026485393638
db12,5,74.08119774741151,58.69927764343464,0.9942733834003248,0.5512199488877035,0.9005373585943475,0.7258786537410256
db13,1,74.03273336257885,52.2038087296706,0.9926277110166432,0.41928707939318804,0.5167771041966204,0.46803209179490424
db13,2,74.05821717543327,52.70811216291008,0.9928459134830636,0.4295302504292673,0.56766052112338,0.4985953857763236
db13,3,74.07545260441695,53.20289846308923,0.993103697391216,0.43958011399352553,0.6277740766239392,0.5336770953087324
db13,4,74.0827161066315,53.700757942098086,0.9933648773554532,0.4496923985018075,0.6886795706415537,0.5691859845716806
db13,5,74.08546556792174,54.1531865386435,0.9935744993069676,0.458881912573244,0.7375620664762065,0.5982219895247253
db14,1,74.04639859555876,52.399708676297,0.9926992390909856,0.42326610576301277,0.5334569927810134,0.47836154927201313
db14,2,74.06039212242406,52.78741311761977,0.992871818391572,0.43114097363453635,0.5737013797887562,0.5024211767116463
db14,3,74.08127982088286,53.21215982037809,0.9930952903716872,0.4397682262697531,0.6258136135420564,0.5327909199059048
db14,4,74.08452172300122,53.62640435832618,0.9933143622895546,0.44818216393761123,0.6768997809747955,0.5625409724562034
db14,5,74.09170315174441,53.972323216748535,0.993499887085098,0.45520830296003356,0.7201629744516902,0.5876856387058619
db15,1,74.0525130691744,49.57715359761589,0.9919411330032644,0.36593571194839236,0.35667151107201456,0.36130361151020346
db15,2,74.03823228515935,49.011076994601446,0.9920813405249234,0.35443783372267323,0.38936700667239577,0.3719024201975345
db15,3,74.06777873484565,48.70473017417753,0.9923586610128226,0.34821546308005435,0.45403636737941977,0.40112591522973706
db15,4,74.0738521717256,48.49874725954434,0.992682019337146,0.344031636268596,0.5294414565298837,0.43673654639923987
db15,5,74.07196448188454,48.3503209127653,0.9929832314105717,0.34101687103776696,0.5996821818842918,0.47034952646102934
db16,1,74.04176144442744,53.11557343694826,0.9929560398857308,0.4378064096728031,0.5933412925348264,0.5155738511038147
db16,2,74.05505734678627,53.95440304730288,0.9932570225055614,0.45484431701718914,0.6635285107811912,0.5591864138991902
db16,3,74.0780379187645,54.77393175893699,0.9935416162380756,0.47149019370361533,0.7298939455254514,0.6006920696145334
db16,4,74.08895369045416,55.49498207012569,0.9937582323355264,0.4861358240450146,0.7804074313739534,0.633271627709484
db16,5,74.08591697201418,56.16039565324508,0.9939269658708202,0.49965138767669337,0.8197550105591299,0.6597031991179116
db17,1,74.03790399127395,48.84011554444972,0.9920557938679532,0.3509653462100835,0.38340968997005304,0.3671875180900683
db17,2,74.03880679945881,48.24021309980075,0.9924802455427792,0.33878041360705,0.4823891006510483,0.4105847571290492
